track_id,song_name,n_artists,main_artist,main_artist_id,main_artist_genres,release_date,explicit,tempo,acousticness,mode,duration_ms,danceability,speechiness,valence,energy,liveness,instrumentalness,comb,lyrics,n_words,duration_min,wpm
6iPzFPafHG23FomvNwgOLl,Every Step Every Way,1,Majid Jordan,4HzKw8XcD0piJmDrrPRCYk,"['canadian contemporary r&b', 'pop', 'r&b', 'trap soul']",2016-02-05,0,105.06,0.124,1,214920,0.707,0.302,0.246,0.492,0.103,3.76e-05,Every Step Every Way ::: Majid Jordan,"Follow me to the exit
I know what you're going through
You might not like what I'm saying
But you know exactly what to do
We don't need to be complacent
I'm not the man who's gonna leave you
I just wanna take you places

Cause I'll be there every step, every way for you
Every step, every day for you
I'll be there every step, every way for you
Every breath that you taking through
Now you know, love is a familiar feeling
When I get to share it with you
I don't wanna drive you crazy
It's just something people like to do
Well, I'm not like those others baby
Cause I see it, I see you baby, I see you
I just wanna take you places

Cause I'll be there every step, every way for you
(Way for you, way for you)
Every step, every day for you
(Day for you, day for you)
I'll be there every step, every way for you
(Way for you, way for you)
Every breath that you taking through

Now you know
Drawing lines on your skin with my fingertips
Tracing shapes, on my feelings, once again
With my hands, up and down your spine, in and out now
I just wanna settle down, and build you up

Can I build you up?
From my lips to your ears
From my lips to your ears
A message for you, for you
Left with the concierge
And it says, I'll be back
And it states
And it states
My love for you
My love for you
And it asks if you
And it asks if you
Wanna build it up
Wanna build it up
Cause I'll be there every step, every way for you
(Way for you, way for you)
Every step, every day for you
(Day for you, day for you)
I'll be there every step, every way for you
(Way for you, way for you)
Every breath that you taking through",335,3.582,93.52317141261864
2nHIpMhUqgKmRspWbKu3In,Under the Influence,1,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",2016-04-08,1,161.93,0.22,0,265742,0.513,0.0337,0.389,0.395,0.142,0.000857,Under the Influence ::: Snoh Aalegra,"I agree, when you tell me it's wrong
When you tell me we can't do this
I'm not playing along
I don't know how we'll get through this

We are both just a little afraid
Just a little afraid
And I forget I want to fight with this
Cause when we are alone
I'm under the influence of you
You you you you you you
Oh!
You, why?
You, why?
You got me feenin'
You got me feenin'
Oh you, why?
You, why?
You got me feenin'
I'm under the influence of you
Why? Why?
I'm under the influence of you
Why? Why?

I agree, when you say you're confused
But you feel like you, you can't help it
I'm not playing along
I agree when you tell me that you've
Never felt anything quite like…this

We are both just a little afraid
Oh we don't wanna change
No we don't wanna change
And I forget I want to fight
Cause when we’re alone
I’m under the influence of you
You you you you you you
Oh!
You, why?
You, why?
You got me feenin'
You got me feenin'
Oh you, why?
You, why?
You got me feenin'
I'm under the influence of you
Why? Why?

You got me feenin' baby",215,4.429033333333333,48.54332397588639
3LKLHWfZ5R4aenoIJ3jLNE,In Your River,1,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",2016-04-08,1,79.603,0.066,1,234033,0.484,0.0415,0.534,0.543,0.172,0.0086,In Your River ::: Snoh Aalegra,"Sorry I’m not love
I’m lost in a blur
I’m dealing with a lot
I’m feenin’ for your heart
Why?
Why don’t I just stop?
Hope for way too much
I’m leaving in my thoughts
I’m trying, but I'm nnot
I
I never mind
I never know what to do but
To float in your river
It hurts inside me
It's all a fever
In the midst of time
I float in your river
Now I’m missing in mine

Sorry, I’m not her
And now that I’ve learned
That my best is not enough
I’m close to giving up
I, I
I sure did not plan
To feel a love so grand
This weight is heavy on my head
Not leaving of your left hand
Why?

I never mind
I never know what to do but
To float in your river
It hurts inside me
It's all a fever
In the midst of time
I float in your river
Now I’m missing in mine",166,3.90055,42.55810078065914
6QrYnkQKFU7eXaG2ozHIHW,Swang My Way,1,bLAck pARty,4C9Tvlt8v7d8R6h98FgdUy,"['alternative r&b', 'indie r&b', 'indie soul']",2016-10-14,0,150.014,0.109,0,336000,0.734,0.0563,0.109,0.688,0.1,0.0203,Swang My Way ::: bLAck pARty,"Always get a warm feeling when I'm with you
Like I'm a kid again
Just playing in the rain
And lately, I've been living in a daydream
Just caught in the day
I guess I'm stuck in my way
Never had nothin' that was sweeter than a mango
Except for you
Oh, except for you
You never ever ever gotta worry 'bout a thing though
Because I care for you
I'm always there for you
And everyday I be thinking 'bout you
Dreaming of you
Won't you swang my way
Everyday I be thinking of you
Dreaming of you
Won't you swang my way
Thinking of you
Dreaming of you
Won't you swang my way
Thinking of you
Dreaming of you
Won't you swang my way
Thinking of you
Dreaming of you
Won't you swang my way
Thinking of you
Dreaming of you
Won't you swang my way


Where you at?
Can you come over?
I really hate sleeping alone
I really hate sleeping alone
Where you at?
Can you come over?
I really hate sleeping alone
I really hate sleeping alone
Where you at?
Where you at?
Where you at?
Where you at?
Can you come over?
Yo, yo, I really appreciate everybody who helped me work on this
That means a lot to me
And yo, if you're listening to this right now, I really appreciate you
That means the world to me, for real",239,5.6,42.67857142857143
11ZPIe8MUvf8yXEWS1vNQZ,Don't Go,1,Kevin Ross,5ae3MM8dgOn3QPHzqFDJlY,"['alternative r&b', 'indie r&b', 'neo soul', 'pop r&b', 'r&b']",2016-12-09,0,89.96,0.513,0,181618,0.628,0.129,0.517,0.712,0.115,3.36e-05,Don't Go ::: Kevin Ross,"We gon' mess around and won't find the time to sleep babe
Can't refuse it, how you do it girl... oh no
Ohh
Girl you got me strung out and I'm feeling like a user
And I can't put you down
You're my past, my now, my future
You're one exception to the rule, to everything I thought I knew
No one else will ever do
Cause I, swear you're a one of a kind
I know you can't stay too long but
Baby don't go
Baby don't go
baby don't go
Baby don't go
Baby don't go
baby don't go
Ohh
You're my mona lisa with a smile that guys would kill for
You're my hot prize sign and I ain't afraid to spend more
I can't help it
That I'm selfish girl
Ohh ohh
You're the rock of my roll, you're my blues, my soul collection
Put the record on hold
Damn your perfection
You're one exception to the rule, to everything I thought I knew
No one else will ever do
Cause I, swear you're a one of a kind
I know you can't stay too long but
Baby don't go
Baby don't go
baby don't go
Baby don't go
Baby don't go
baby don't go
Cause I, swear you're a one of a kind
I know you can't stay too long but
Baby don't go
Baby don't go
baby don't go
Baby don't go
Baby don't go
baby don't go",244,3.0269666666666666,80.60875023400764
7MIgGXO0eKTD2xTEuJ48fD,So Lonely,1,Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,"['pop', 'r&b', 'uk contemporary r&b']",2016-11-17,0,141.475,0.941,1,199934,0.451,0.0487,0.229,0.159,0.12,7.71e-06,So Lonely ::: Jorja Smith,"Feelin' out of touch, lost my way
No one ever asked me why
Tried to move along, never looking back
You're gonna come around in time

Alone, alone
Alone now, my friend
Alone, alone
Alone now, my friend
Talkin' to the wolves
But my shadow's gone
Too much time to pretend there's nothin' wrong

So lonely, so lonely
So lonely now, my friend
Oh, so lonely, so lonely
So lonely now, my friend

I don't want to feel this way
Although it is true when they say, no
It's good for you to be alone, no
But you can't learn it all on your own, no

Lonely, so lonely
So lonely now, my friend
Lone, lonely, so lonely
So lonely has become my friend",128,3.3322333333333334,38.412676183140434
1X1y6CQmAejhN8oeFtouje,King City,1,Majid Jordan,4HzKw8XcD0piJmDrrPRCYk,"['canadian contemporary r&b', 'pop', 'r&b', 'trap soul']",2016-02-05,0,104.495,0.193,1,201467,0.55,0.036,0.0659,0.578,0.0904,0.000104,King City ::: Majid Jordan,"Dressed up, red Corvette
In the middle of the night
Word is out, lay low
It's just a matter of time
More room for the woman
Gotta hold on tight
Bright lights, King City
I gotta say goodbye to you
You're so damn special
But you, you're driving me wild
King City
You're driving me wild, King City

One way, driving in the middle of the night
Speeding, demon, chasing light
Found me a lady that'll hold on tight
Bright lights, King City, I better say goodbye to you
You're so damn special
But you, you're driving me wild

King City
You're driving me wild, King City, King City

We really gotta get there
When we gonna get there?
I really gotta see that
I really gotta get there
To see King City
Wild, King City
King

King City
You're driving me wild, King City",149,3.3577833333333333,44.374512947529865
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2017-04-27,0,136.948,0.199,1,202547,0.799,0.0421,0.394,0.539,0.165,1.66e-05,Young Dumb & Broke ::: Khalid,"So you're still thinking of me
Just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids
We have so much in common
We argue all the time
You always say I'm wrong
I'm pretty sure I'm right
What's fun about commitment?
When we have our life to live
Yeah, we're just young dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids

Jump and we think - do it all in the name of love
Love
Run into sin, do it all in the name of fun
Fun
Whoa
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give
While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids",270,3.375783333333333,79.98143640735238
5bgwqaRSS3M8WHWruHgSL5,8TEEN,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2017-04-27,0,105.03,0.225,1,228600,0.83,0.0366,0.642,0.585,0.0576,0.00209,8TEEN ::: Khalid,"Yeah!
Ha
Yeah!
Ha

Woke up a little too late this morning
But I think I'll be okay
I'll be okay
Damn, my car still smells like marijuana
My mom is gonna kill me
Gonna kill me
Traffic's backed up from corner to corner
So I guess I'll hit the highway
The highway
Shake away all the stress off my shoulders
Gonna have a good day
A good day
Because I'm eighteen
And I still live with my parents
Yeah they're not like yours
Well yours are more understanding
I've never fell in love
I saved those feelings for you
So let's do all the stupid shit that young kids do
It’s me and you, ooh, ooh, ooh, ooh
You, ooh, ooh, ooh, ooh
Just me and you, ooh, ooh, ooh, ooh
Let's do all the stupid shit that young kids do

No I've never really been the smartest
Yeah I've made my mistakes
My mistakes
You were there when times were at their darkest
Always showing me the way
Lead the way
Your love seems to cut me deep, the sharpest
You'll always have a part of me
A part of me
Losing you has always been the hardest
I wish it were the old days (oh I wish it were the old days)
'Cause I was eighteen
And I still lived with my parents
Yeah they're not like yours
Well yours were more understanding
I never fell in love
I saved those feelings for you
When we did all the stupid shit that young kids do
Just me and you, ooh, ooh, ooh, ooh
You, ooh, ooh, ooh, ooh
Just me and you, ooh, ooh, ooh, ooh
Let's do all the stupid shit that young kids do

It's me and you
You
You, ooh, ooh, ooh
You
Just me and you
You
You, ooh, ooh, ooh
Hey…hey

Because I'm eighteen
And I still live with my parents
Yeah they're not like yours
Well yours are more understanding
I've never fell in love
I saved those feelings for you
So let's do all the stupid shit that young kids do
It’s me and you, ooh, ooh, ooh, ooh
It's me and you, ooh, ooh, ooh, ooh
Just me and you, ooh, ooh, ooh, ooh
Let's do all the stupid shit that young kids do
It's me and you, ooh, ooh
Noooo....
Just me and you, ooh, ooh",402,3.81,105.51181102362204
152lZdxL1OR0ZMW6KquMif,Location,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2017-04-27,0,80.126,0.33,0,219080,0.736,0.425,0.326,0.449,0.0898,0.000162,Location ::: Khalid,"Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(do not need nothing else but you)

At times I wonder why I fool with you
But this is new to me, this is new to you
Initially, I didn't wanna fall for you
Gather my attention it was all for you, so don't
Take advantage, don't leave my heart damaged
I understand that things go a little bit better when you plan it... oh, so won't
Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(I don't need nothing else but you)

I don't wanna fall in love off of subtweets, so
Let's get personal
I got a lot of cool spots that we can go
Tell me what's the move and I got you
I'm only acting like this 'cause I like you
Just give me the vibe to slide in
Oh, I might make you mine by the night, and

Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(I don't need nothing else but you)
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
(I don't need nothing else but you)
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
Nothing else but you
Do, do, do, do, do, do
Oh, oh, mmm, mmm, mmm, mmm
Oh, oh, oh
Oh, oh, oh, mmm, mmm, mmm
Do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do
I don't need nothing else but you",340,3.6513333333333335,93.11666970969507
312WNtMs3F28cUukaPY9bo,American Teen,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2017-04-27,0,100.436,0.0683,1,250747,0.658,0.0398,0.207,0.623,0.321,0.0,American Teen ::: Khalid,"Living the good life full of goodbyes
My eyes are on the grey skies
Saying I don't want to come home tonight
Yeah, and I'm high up, off what?
I don't even remember
But my friend passed out in the Uber ride

Oh, I'm from the city of the 9-1-5
Where all the girls are pretty
And they're down for the hype
All my boys are with me
Going up for the night
But who cares, who cares
'Cause this is our year
So wake me up in the spring
While I'm high off my American dream
We don't always say what we mean
That's the lie of an American teen

Maybe the end is near
But I've been waiting all year
To get the hell up out of here
And throw away my fears
I'm so faded (I'm so faded)
Off of all the things that I've taken, and
Maybe I'm not really drunk
Maybe I'm really good at faking

From the city of the 9-1-5
Where all the girls are pretty
And they're down for the hype
All my boys are with me
Going up for the night
But who cares, who cares
'Cause this is our year

So wake me up in the spring
While I'm high off my American dream
We don't always say what we mean
That's the lie of an American teen
My youth is the foundation of me
Living life as an American teen (American teen)
American teen
Mmm, oh yeah
We don't always say what we mean
When we're high off our American teen
My youth is the foundation of me
Oh, I'm proud to be American

So wake me up in the spring
While I'm high off my American (American dream)
And we don't always say what we mean
It's the lie of an American teen
My youth is the foundation of me
Living life as an American teen
American teen (American teen)

American Teenager
And I'll be living this dream with you

We don't always say what we mean
When we're high off our American teen
My youth is the foundation of me
Oh, I'm proud to be American",366,4.179116666666666,87.57831599181645
248OFOZef6ShXv6DGgbnxU,Saved,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2017-04-27,0,81.044,0.189,0,206533,0.739,0.138,0.553,0.448,0.118,0.0,Saved ::: Khalid,"2, 3, 4

The hard part always seems to last forever
Sometimes I forget that we aren't together
Deep down in my heart, I hope you're doing alright
But from time to time I often think of why you aren't mine

But I'll keep your number saved
'Cause I hope one day you'll get the sense to call me
I'm hoping that you'll say
You're missing me the way I'm missing you
So I'll keep your number saved
'Cause I hope one day I'll get the pride to call you
To tell you that no one else
Is gonna hold you down the way that I do
Now, I can't say I'll be alright without you
And I can't say that I haven't tried to
But, all your stuff is gone
I erased all the pictures from my phone
Of me and you
Here's what I'll do

I'll keep your number saved
'Cause I hope one day you'll get the sense to call me
I'm hoping that you'll say
You're missing me the way I'm missing you
So I'll keep your number saved
'Cause I hope one day I'll get the pride to call you
To tell you that no one else
Is gonna hold you down the way that I do

I hope you think of all the times we shared
I hope you'll finally realize I was the only one who cared
It's crazy how this love thing seems unfair
You won't find a love like mine anywhere

But I'll keep your number saved
'Cause I hope one day you'll get the sense to call me
I'm hoping that you'll say
You're missing me the way I'm missing you
So I'll keep your number saved
'Cause I hope one day I'll get the pride to call you
To tell you that no one else
Is gonna hold you down the way that I do
But I'll keep your number saved
'Cause I hope one day you'll get the sense to call me
I'm hoping that you'll say
You're missing me the way I'm missing you
So I'll keep your number saved
'Cause I hope one day I'll get the pride to call you
To tell you that I'm finally over you
I'm finally over you",382,3.4422166666666665,110.97500157359842
7LaI3mRTJu66r9HKdv7iBx,Gang Over Luv,1,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"['dmv rap', 'r&b']",2017-10-13,0,163.987,0.0408,1,204841,0.781,0.326,0.302,0.277,0.0754,0.000339,Gang Over Luv ::: Brent Faiyaz,"I was hella broke then, I ain't have a dime
But I was always focused, I ain't waste no time
I ain't have a car in my name, I used to walk to work every day
Me and my dawg, like it or not, I came out alright

All the homies, we came up the same way
And I swear ain't nothing change
Got a little bit of change in my pocket but I maintain
We were young and in this world, chasin' dreams and girls
Runnin' from our problems
I know that we older now, but that's what we were all about
I remember we were young, young and dumb
Just some niggas in a rush to grow up
I remember we were young, young and dumb
It was gang over luv, that was us

I remember we would cut class, my teachers used to hate me
The only reason that I did that was to keep from goin' crazy
I didn't give a damn 'bout my grades
That's probably why we failed the ninth grade
Me and my dawg, like it or not, we came out okay

All the homies, we came up the same way
And I swear ain't nothing change
Way before I ever moved out the house and did the damn thing
We were young and in this world chasin' dreams and girls
Runnin' from our problems
& I know we're older now, but that's what we were all about

I remember we were young, young and dumb
Just some niggas in a rush to grow up
I remember we were young, young and dumb
It was gang over luv, that was us",282,3.4140166666666665,82.60065123681295
6Umac95Mt46VcwAM9s9mOa,To the Moon,1,Phora,5XDJlfdfbGNJrOJJNxTcdq,"['deep underground hip hop', 'oc rap', 'pop r&b', 'r&b']",2017-08-18,0,82.562,0.624,1,252320,0.54,0.115,0.43,0.572,0.14,0.0,To the Moon ::: Phora,"Take me to the moon
I wanna be with the stars
Send me, send me into orbit
Take me to the moon
I wanna be with the stars
Send me, send me into orbit

Yeah, she said she never been in love
All she ever did was give her love
Everyone, they only take her love
So you scared of love, I don't blame you, love
Let me be the one to show you love
That ""need somebody just to hold you"" love
That ""show you off like a trophy"" love
Can I be your one and only love?
I just want to be
I think you're the one
Girl, you shouldn't be so scared to fall in love
Yeah, let me love you
Show me how
Lift me up, I'll hold you down
My love is real
I know you need it
I know you crave it
I know you fiend it
It's not your shape
Not your size, not your curves, not your thighs
Not your lips, not your eyes
It's your soul and everything inside
That makes me feel, the way I feel
My love for you was always real
Early mornings, later nights
We'll never sleep
Let me stay the night
My love for you, it never fades
My love for you, it never dies
You take me to another place
Just because you breathing don't mean you alive

Yeah, she said she never been in love
All she ever did was give her love
Everyone, they only take her love
So you scared of love, I don't blame you, love
Let me be the one to show you love
That ""need somebody just to hold you"" love
That ""show you off like a trophy"" love
Can I be your one and only love?
I just want to be
I think you're the one
Girl, you shouldn't be so scared to fall in love
Yeah, take me far, far away
Find a place, we'll find a way
Don't let me leave, just tell me ""stay""
And tell me everything you wanna say
My love for you is like a rose
That never dies but only grows
You pushed away, I held you close
Baby, you an angel, heaven knows
Broken hearts, broken dreams, broken trust and broken wings
I know you hurt but let me fix it
Show me every scar and let me kiss it
We follow dreams, they take us far
To the moon, to the stars
All we want, the world is ours
Through all the pain and all the scars
The world is mine, what's mine is yours
Your love is true, your heart is pure
Always ready but never sure
When I get lonely, baby, you're the cure
My love for you, it never fades
My love for you, it never dies
I never wanna drift away
'Cause I was never good at goodbyes
I think you're the one
Yeah, she said she never been in love
All she ever did was give her love
Everyone, they only take her love
So you scared of love, I don't blame you, love
Let me be the one to show you love
That ""need somebody just to hold you"" love
That ""show you off like a trophy"" love
Can I be your one and only love?
I just want to be
I think you're the one
Girl, you shouldn't be so scared to fall in love",575,4.205333333333333,136.73113506658214
1Xm9CQRcJbOgTCpKCpS9s5,Talk 2 U,1,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"['dmv rap', 'r&b']",2017-10-13,0,88.018,0.14,0,159485,0.688,0.0929,0.561,0.634,0.253,0.000263,Talk 2 U ::: Brent Faiyaz,"I bet they say the same damn thing
Got niggas paying top dolla to holla
Talking 'bout that pretty brown frame
And I don't mean the impala, that you just hopped out of
Go on 'bout yo' business
You must be religious
'Cause God done took her time on
And you're tired of hearing those same old lines

Can I
(Talk to you 'bout something new?)
I know we
(Tend to look the same to you)
Can I
(Talk to you 'bout something new?)
Put me on
(How does one get on with you?)
Can I
(Talk to you 'bout something new?)
I know we
(Tend to look the same to you)
Can I
(Talk to you 'bout something new?)
How does one?
(How does one get on with you?)
Truth is, I came to know ya
Don't give a damn about the things they told ya
'Cause they don't have a clue
But they don't read you like I do
You don't need champagne
You'd rather be held tight and maintained
I wanna know everything about you
But first I gotta talk to you

Can I
(Talk to you 'bout something new?)
I know we
(Tend to look the same to you)
Can I
(Talk to you 'bout something new?)
Put me on
(How does one get on with you?)
Can I
(Talk to you 'bout something new?)
I know we
(Tend to look the same to you)
Can I
(Talk to you 'bout something new?)
How does one?
(How does one get on with you?)
If you don't mind
I wanna be the only one in your mind
And if you don't mind
I wanna get the chance to spend some time
Can I talk to you?
Can I talk to you?

Can I
(Talk to you 'bout something new?)
I know we
(Tend to look the same to you)
Can I
(Talk to you 'bout something new?)
Put me on
(How does one get on with you?)
Can I
(Talk to you 'bout something new?)
I know we
(Tend to look the same to you)
Can I
(Talk to you 'bout something new?)
How does one?
(How does one get on with you?)",369,2.6580833333333334,138.8218327742421
52Qu0no0NBho3zyRmjlsHn,Another Sad Love Song,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2017-04-27,0,107.014,0.412,0,244747,0.834,0.0873,0.517,0.472,0.0836,6.76e-05,Another Sad Love Song ::: Khalid,"I'm not the best at showing my emotions
You cut me deep and you left me wide open
I fought the demons that lie in between us
They'd think we're perfect if they'd ever seen us, but
I guess this sounds like another sad love song
I can't get over how it all went wrong
But, I let the words come together
Then, maybe I'll feel better

Bridges they are burning
Lover, I am worried
Tables they are turning
Lover, I am hurting
Burning burning burning, dadadadada
Turning turning turning turning, dadadadada
Burning burning burning, dadadadada
Turning turning turning turning, dadadadada
I took the time to think of what you said
You were tdancing in my head
I must be honest, I have a lot of pride
But I'm broken inside
I guess this sounds like another sad love song
I can't get over how it all went wrong
But, I let the words come together
Then, maybe I'll feel better

Bridges they are burning
Lover, I am worried
Tables they are turning
Lover, I am hurting
Bridges they are burning
Lover, I am worried
Tables they are turning
Lover, I am hurting
Burning burning burning, dadadadada
Turning turning turning turning, dadadadada
Burning burning burning, dadadadada
Turning turning turning turning, dadadadada
Burning burning burning, dadadadada
Turning turning turning turning, dadadadada
Burning burning burning, dadadadada
Turning turning turning turning, dadadadada
Bridges they are burning
Lover, I am worried
Tables they are turning
Lover, I am hurting
Bridges they are burning
Lover, I am worried
Tables they are turning
Lover, I am hurting",263,4.079116666666667,64.47474330635309
1Mza2sr6tPhy6jjI3HB9fW,Hold Me Down,1,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,"['canadian contemporary r&b', 'pop', 'r&b']",2017-08-25,0,116.059,0.628,0,231268,0.463,0.0549,0.231,0.427,0.0911,0.000565,Hold Me Down ::: Daniel Caesar,"Could you, could you say, ""I love you, Danny""?
You want me to?
Could you?
I love you, Danny
If you love me, baby let me hear you say it
I know I'm your favorite
First you love me then you leave me in the basement
I know I'm your favorite
If you love me baby let me hear you say it
I know I'm your favorite
First you love me then you leave me on the pavement
I know I'm your favorite
I got this girl, she's making me crazy
I nearly let her have all my babies
Pussy so good, it sets me on fire
I leave myself, I elevate higher
You're fly girl, but you're headed to maybe
I'll take the time, treat you like a lady, yeah
My life's a spectacle, a sad story
Perhaps I'll find my way to the glory, yes

I’m the one that took you to higher heights
That's what I was trying to do
I know you had your dreams of a better life
This time we ain't making it through

If you love me, baby let me hear you say it
I know I'm your favorite
First you love me then you leave me in the basement
I know I'm your favorite
If you love me baby let me hear you say it
I know I'm your favorite
First you love me then you leave me on the pavement
I know I'm your favorite
You're getting on a plane
And travelling far away
You've left me with a pain
I carry it everyday
Who do you think you are
Some kind of celebrity?
Just wait and see

I never asked for much only that you stay true
Need I remind you all the things I do for you?
Who can I blame, I played the game
Well just for now
I was wondering can you hold me down?
I was wondering can you hold me down?",329,3.8544666666666663,85.35551827317225
1TPLsNVlofwX1txcE9gZZF,We Find Love,1,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,"['canadian contemporary r&b', 'pop', 'r&b']",2017-08-25,0,78.0,0.853,1,254919,0.51,0.0304,0.426,0.363,0.109,0.0,We Find Love ::: Daniel Caesar,"You don't love me anymore
Let's see how you like this song
See you walking out that door
Wonder why it took you so long
Ever since the day that I met you
I knew you were the girl of my dreams
But we could never be
You don't love me anymore
Let's see how you like this song
We find love, we get up
Then we fall down, we give up
We find love, we get up
Then we fall down, we give up

You don't love me anymore
Let's see how you like this song
You need someone you adore
Find a place where you might belong
Ever since the day that I met you
My world's been spinnin' out of control
I just need you to hold

We knew it'd come around
This thing called love comes crashing down, ahh
Pieces all on the ground
What once was lost cannot be found, ahh
We knew it'd come around (We find love)
This thing called love comes crashing down, ahh (We get up)
Pieces all on the ground (Then we fall down)
What once was lost cannot be found, ahh (We give up)
We knew it'd come around (We find love)
This thing called love comes crashing down, ahh (We get up)
Pieces all on the ground (Then we fall down)
What once was lost cannot be found, ahh (We give up)
Heaven help us, heaven help us, yeah
We're on our own
We find love, we get up
Then we fall down, we give up
We find love, we get up
Then we fall down, we give up
We find love, we get up
Then we fall down, we give up
We find love, yeah, we get up
We fall down, we give up",299,4.24865,70.37529568215787
3pEGNvJWWAfDSuUrQjEpEV,Fool For You,1,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",2017-10-20,0,149.761,0.832,1,194303,0.593,0.0631,0.238,0.287,0.104,0.000128,Fool For You ::: Snoh Aalegra,"It's somethin' about you that's so familiar
Somethin' that's got me wantin' to know you
And I can't put my finger on it
But it feels, oh like I've been here before
It's somethin' about me that makes me wonder
I swear I met you, but you're a stranger
And I can't put my finger on quite what it is
Oh, but I've been here before

Maybe it was me who brought you here
I should run the other way, but I stay right here
And I'll be a fool for you
I know myself, but I pretend
I leave and I come back again
I'm a fool for you
I love you time and time again
I know just how the story ends, oh

Oh, you remind me of someone I once knew
Maybe I'm crazy, but it's hard to ignore you
And I can't wrap my head around it
But it feels, oh like I loved you before

Maybe it was me who brought you here
I should run the other way, but I stay right here

And I'll be a fool for you
I know myself, but I pretend
I leave and I come back again
I'm a fool for you
I love you time and time again
I know just how the story ends, oh
Say
You know that I'll be that fool for you, yeah

And I'll be a fool for you
I know myself, but I pretend
I leave and I come back again
I'm a fool for you
I love you time and time again
I know just how the story ends, oh

Oh, bye, bye, bye, bye
Oh, I, I, I
Oh, I, I, I, I, I, I, I, I, I",295,3.238383333333333,91.09483641528952
